SnakeLean.isSES_imgRow	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.IsTwoMono SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel SnakeLean.TwoZExact SnakeLean.IsSES	SnakeLean.isTwoCokernel_imgMap SnakeLean.IsNormalMono SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.isSES_of_isTwoKernel SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.isNormalMono_imgMap
SnakeLean.isBizero_of_isStrong	SnakeLean.IsStrong SnakeLean.IsBizero SnakeLean.HasBizero	SnakeLean.isNull_from SnakeLean.IsStrong.subsingleton_hom SnakeLean.IsStrong.nonempty_hom SnakeLean.isNull_to SnakeLean.HasBizero.toZero SnakeLean.HasBizero.fromZero
SnakeLean.zero1	SnakeLean.HasBizero	SnakeLean.HasBizero.toZero SnakeLean.HasBizero.fromZero
SnakeLean.ZeroCat.condSAT	SnakeLean.ZeroCat SnakeLean.ZeroCat.category CategoryTheory.ObjectProperty.CondSAT SnakeLean.ZeroCat.instAbelian	CategoryTheory.ObjectProperty.serreSaturation SnakeLean.ZeroCat.isZero CategoryTheory.ObjectProperty.le_serreSaturation
SnakeLean.instSSupHomClassHom	SnakeLean.SupOf.completeLattice SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass SnakeLean.instFunLikeHom	
SnakeLean.upProj_apply	SnakeLean.SupOf.completeLattice SnakeLean.upSeg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.upProj SnakeLean.LatticeClass SnakeLean.instFunLikeHom	
SnakeLean.DPN.isNormal_comp_iff	SnakeLean.IsNormalMono SnakeLean.DPN SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoCokernel	
SnakeLean.isZero_obj_of_isNull	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.bicategoryAbCatOf SnakeLean.AbCatOf.carrier SnakeLean.IsNull SnakeLean.AbCatHom.functor SnakeLean.AbCatOf SnakeLean.AbCatHom SnakeLean.zeroAbCatOf	SnakeLean.ZeroCat.instPreadditive SnakeLean.AbCatHom.additive SnakeLean.isZero_map_obj SnakeLean.ZeroCat.isZero SnakeLean.AbCatOf.abelian
SnakeLean.MorphismPure.πZ	SnakeLean.MorphismPure	
CategoryTheory.ObjectProperty.isSerreClass_serreSaturation_of_twoStep	CategoryTheory.ObjectProperty.TwoStepKS CategoryTheory.ObjectProperty.serreJoin CategoryTheory.ObjectProperty.serreSaturation CategoryTheory.ObjectProperty.TwoStepSK	CategoryTheory.ObjectProperty.serreSaturation_le_serreJoin CategoryTheory.ObjectProperty.isSerreClass_serreSaturation_iff CategoryTheory.ObjectProperty.serreSaturation_of_twoStepSK CategoryTheory.ObjectProperty.serreSaturation_of_twoStepKS
TwoVertex.pa_mul_e₁	TwoVertex.lam TwoVertex.pa TwoVertex.e₁	
SnakeLean.cosquareIso.congr_simp	SnakeLean.cosquareIso	
SnakeLean.SnakeHalf.mk.sizeOf_spec	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.IsNormal SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel SnakeLean.SnakeHalf.mk SnakeLean.IsEquiv1	
SnakeLean.SnakeHalf.rec	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.IsNormal SnakeLean.IsTwoEpi SnakeLean.IsTwoCokernel SnakeLean.SnakeHalf.mk SnakeLean.IsEquiv1	
SnakeLean.isStrongOp	SnakeLean.IsStrong	SnakeLean.isNull_of_op SnakeLean.IsStrong.mk SnakeLean.IsStrong.subsingleton_hom SnakeLean.IsNull SnakeLean.IsStrong.nonempty_hom
SnakeLean.TwoZExact	SnakeLean.HasBizero	
CategoryTheory.ObjectProperty.prop_map_ι_iff		
SnakeLean.IsSES.isTwoKernel	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsSES	
SnakeLean.isSES_twoKernel	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.HasTwoKernel SnakeLean.IsTwoCokernel SnakeLean.twoKernelObj SnakeLean.twoKernel SnakeLean.IsSES	SnakeLean.isSES_of_isTwoCokernel SnakeLean.isTwoKernel_twoKernel
SnakeLean.isEquiv1_of_op	SnakeLean.IsEquiv1	
SnakeLean.MorphismPure.ctorIdx	SnakeLean.MorphismPure	
SnakeLean.isSES_op	SnakeLean.HasBizero SnakeLean.bizeroOp SnakeLean.IsSES	SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.isTwoKernel_op SnakeLean.IsSES.mk SnakeLean.isTwoCokernel_op
CategoryTheory.ObjectProperty.instHasFiniteProductsFullSubcategory_snakeLean		CategoryTheory.ObjectProperty.isClosedUnderFiniteProducts_of_isSerreClass
SnakeLean.IsTwoKernel.isLimitLD	SnakeLean.IsEssNull SnakeLean.hasBizeroLD SnakeLean.IsTwoKernel SnakeLean.isEssNull_locallyDiscrete_iff SnakeLean.zeroLD SnakeLean.IsTwoKernel.isEssNull_comp	SnakeLean.IsTwoKernel.facLD
SnakeLean.HasTwoKernel.mk	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.HasTwoKernel	
SnakeLean.IsEssNull.of_iso	SnakeLean.IsEssNull	SnakeLean.IsNull
SnakeLean.mkHom	SnakeLean.SupOf.completeLattice SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass	
SnakeLean.isEssNull_iff.match_1_3	SnakeLean.zero1 SnakeLean.HasBizero	
SnakeLean.SnakeTop.t	SnakeLean.IsStrong SnakeLean.twoCokernelObj SnakeLean.HasBizero SnakeLean.SnakeTop.i SnakeLean.SnakeTop.I SnakeLean.SnakeTop SnakeLean.TwoZExact SnakeLean.TwoZExact.toHasTwoCokernel	SnakeLean.SnakeTop.exists_t SnakeLean.twoCokernel
SnakeLean.hasTwoCokernel_zero1	SnakeLean.HasTwoCokernel SnakeLean.zero1 SnakeLean.HasBizero	SnakeLean.isTwoCokernel_id SnakeLean.IsTwoCokernel.hasTwoCokernel
SnakeLean.IsTotallyNormalEpi.comp	SnakeLean.IsTotallyNormalEpi SnakeLean.HasBizero	
SnakeLean.coim_square_of_img_square	SnakeLean.IsTwoMono	SnakeLean.IsTwoMono.preimageIso
SnakeLean.MorphismSES.h	SnakeLean.MorphismSES	
SnakeLean.isModularLattice_of_isUpperModular_of_isLowerModular		SnakeLean.height_sup_add_height_inf SnakeLean.isModularLattice_of_forall_pentagon
SnakeLean.Pentagon.le.match_1	SnakeLean.Pentagon.y SnakeLean.Pentagon.bot SnakeLean.Pentagon.z SnakeLean.Pentagon SnakeLean.Pentagon.x SnakeLean.Pentagon.top	SnakeLean.Pentagon.ctorIdx
SnakeLean.DPN.mk	SnakeLean.IsNormalMono SnakeLean.DPN SnakeLean.IsNormalEpi SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.IsTwoCokernel	
CategoryTheory.ObjectProperty.le_sqEssential	CategoryTheory.ObjectProperty.SQEssential	CategoryTheory.ObjectProperty.HasNonzeroSub CategoryTheory.IsSubquotient
SnakeLean.postcompCompIso		
SnakeLean.IsTwoMono.recOn	SnakeLean.IsTwoMono SnakeLean.IsTwoMono.mk	SnakeLean.IsTwoMono.rec
SnakeLean.fromZeroFunctor	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	
SnakeLean.IsTwoKernel.of_isEquiv1_comp	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsEquiv1	SnakeLean.isEquiv1_of_inv SnakeLean.IsTwoKernel.isEquiv1_comp SnakeLean.IsTwoKernel.of_iso_right
SnakeLean.AbCatClass.mem_fullSubcategory	SnakeLean.AbCatClass CategoryTheory.ObjectProperty.abelianFullSubcategory SnakeLean.AbCatClass.Mem	
SnakeLean.IsEquiv1.of_iso	SnakeLean.IsEquiv1	
SnakeLean.height_sup_add_height_inf_le		SnakeLean.covBy_height_eq SnakeLean.sup_eq_or_covBy_sup
SnakeLean.isTrivial_twoCokernelObj	SnakeLean.HasTwoCokernel SnakeLean.IsStrong SnakeLean.twoCokernelObj SnakeLean.HasBizero SnakeLean.IsTwoEpi SnakeLean.IsTrivial	SnakeLean.isTwoCokernel_twoCokernel SnakeLean.IsTwoCokernel.isTrivial_of_isTwoEpi SnakeLean.twoCokernel
SnakeLean.transpositionSymmetric_of_isModularLattice	SnakeLean.TranspositionSymmetric	SnakeLean.Transposes SnakeLean.transposes_of_isModularLattice
SnakeLean.segRestrict	SnakeLean.SupOf.completeLattice SnakeLean.seg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass SnakeLean.instFunLikeHom	SnakeLean.mkHom
SnakeLean.instPreservesFiniteColimitsZeroCat	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	SnakeLean.instPreservesColimitsOfShapeZeroCat
SnakeLean.Pentagon.enumList	SnakeLean.Pentagon	SnakeLean.Pentagon.y SnakeLean.Pentagon.bot SnakeLean.Pentagon.z SnakeLean.Pentagon.x SnakeLean.Pentagon.top
SnakeLean.isZero_map_obj		
SnakeLean.Pentagon.bot.sizeOf_spec	SnakeLean.Pentagon.bot SnakeLean.Pentagon	
SnakeLean.isModularLattice_of_forall_transposes	SnakeLean.Transposes	
TwoVertex.sc.eq_1	TwoVertex.lam TwoVertex.sc	
SnakeLean.IsStrong		
SnakeLean.apply_top_of_isEquiv1	SnakeLean.SupOf.completeLattice SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass SnakeLean.instFunLikeHom SnakeLean.IsEquiv1	SnakeLean.bijective_of_isEquiv1 SnakeLean.instSSupHomClassHom
SnakeLean.IsNull.comp_left	SnakeLean.IsNull	
SnakeLean.Pentagon.casesOn	SnakeLean.Pentagon.y SnakeLean.Pentagon.bot SnakeLean.Pentagon.z SnakeLean.Pentagon SnakeLean.Pentagon.x SnakeLean.Pentagon.top	SnakeLean.Pentagon.rec
SnakeLean.upProj	SnakeLean.upSeg SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass	SnakeLean.SupOf.completeLattice SnakeLean.mkHom
SnakeLean.SnakeHalf.t	SnakeLean.SnakeHalf.Q SnakeLean.HasBizero SnakeLean.SnakeHalf	
SnakeLean.isAntinormal_op	SnakeLean.HasBizero SnakeLean.IsAntinormal SnakeLean.bizeroOp	SnakeLean.IsNormalMono SnakeLean.isNormalMono_op SnakeLean.isNormalEpi_op SnakeLean.IsNormalEpi
SnakeLean.normalEpiCompSup	SnakeLean.zeroSup SnakeLean.NormalEpiComp SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.hasBizeroSup SnakeLean.LatticeClass	SnakeLean.exists_isEquiv1_upProj_comp SnakeLean.isStrongSup SnakeLean.IsNormalEpi SnakeLean.SupOf.completeLattice SnakeLean.IsEquiv1.comp SnakeLean.seg SnakeLean.isTwoCokernel_segIncl_upProj SnakeLean.upSeg SnakeLean.segIncl SnakeLean.NormalEpiComp.mk SnakeLean.IsTwoCokernel SnakeLean.IsNormalEpi.isEquiv1_comp SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.strictSup SnakeLean.upProj SnakeLean.exists_isEquiv1_of_isTwoCokernel SnakeLean.instFunLikeHom SnakeLean.IsNormalEpi.comp_isEquiv1 SnakeLean.IsEquiv1
SnakeLean.isEquiv1_tfae	SnakeLean.IsNormalMono SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.IsTwoEpi SnakeLean.IsEquiv1	SnakeLean.IsEquiv1.isNormalMono SnakeLean.IsTwoKernel SnakeLean.IsEquiv1.isNormalEpi SnakeLean.isEquiv1_of_isNormalEpi SnakeLean.isEquiv1_of_isNormalMono SnakeLean.IsTwoCokernel SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.IsTwoKernel.isTwoMono
CategoryTheory.ObjectProperty.prop_map_ι_ι_obj_iff.match_1_1		
CategoryTheory.ObjectProperty.isSerreClass_annBy	CategoryTheory.ObjectProperty.annBy	CategoryTheory.ObjectProperty.instIsClosedUnderSubobjectsModuleCatAnnBy CategoryTheory.ObjectProperty.instIsClosedUnderQuotientsModuleCatAnnBy CategoryTheory.ObjectProperty.instContainsZeroModuleCatAnnBy CategoryTheory.ObjectProperty.isClosedUnderExtensions_annBy
SnakeLean.pureSnakeComparison'	SnakeLean.HasTwoCokernel SnakeLean.IsStrong SnakeLean.IsHSD SnakeLean.twoCokernelObj SnakeLean.HasBizero SnakeLean.HasTwoKernel SnakeLean.twoKernelObj SnakeLean.twoCokernel SnakeLean.twoKernel SnakeLean.PureSnakeComparison SnakeLean.IsSES	SnakeLean.isTwoCokernel_twoCokernel SnakeLean.isTwoKernel_twoKernel SnakeLean.pureSnakeComparison
SnakeLean.MorphismSES		
SnakeLean.LatticeClass.mk.injEq	SnakeLean.LatticeClass.mk SnakeLean.iciCompleteLattice SnakeLean.LatticeClass	SnakeLean.LatticeClass.mk.noConfusion
SnakeLean.isSES_twoCoim	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.TwoZExact SnakeLean.twoCoim SnakeLean.twoKernel SnakeLean.twoCoimObj SnakeLean.IsSES	SnakeLean.isSES_of_isTwoKernel SnakeLean.isTwoKernel_twoKernel SnakeLean.isTwoCokernel_twoCoim
SnakeLean.strictSup	SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.LatticeClass	SnakeLean.categoryStructSup SnakeLean.instPartialOrderHom
SnakeLean.IsHomologySelfDual	SnakeLean.HasBizero	SnakeLean.NormalChainComplex.d SnakeLean.IsTwoKernel SnakeLean.IsTwoCokernel SnakeLean.NormalChainComplex SnakeLean.NormalChainComplex.obj SnakeLean.IsEquiv1
SnakeLean.isTwoCokernel_of_op	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.bizeroOp	SnakeLean.IsTwoCokernel.mk SnakeLean.IsEssNull SnakeLean.IsTwoKernel.fac SnakeLean.isEssNull_op SnakeLean.isTwoEpi_of_isTwoMono_op SnakeLean.IsTwoKernel.isTwoMono SnakeLean.isEssNull_of_op SnakeLean.IsTwoKernel.isEssNull_comp
TwoVertex.exists_al_mul	TwoVertex.lam TwoVertex.al	TwoVertex.sc TwoVertex.lam_eq TwoVertex.coe_mul
SnakeLean.IsTotallyNormalEpi.left	SnakeLean.IsTotallyNormalEpi SnakeLean.IsNormalEpi SnakeLean.HasBizero	
isNoetherianObject_moduleCat		
SnakeLean.IsBipullback.mk	SnakeLean.squareIso SnakeLean.IsBipullback	
SnakeLean.isModularLattice_of_transpositionSymmetric_of_krullDim	SnakeLean.TranspositionSymmetric	SnakeLean.height_ne_top_of_krullDim_lt_top SnakeLean.isModularLattice_of_transpositionSymmetric SnakeLean.isModularLattice_of_transpositionSymmetric_of_krullDim.match_1_1
CategoryTheory.ObjectProperty.instIsClosedUnderSubobjectsSQEssential	CategoryTheory.ObjectProperty.SQEssential	CategoryTheory.IsSubquotient.of_mono CategoryTheory.IsSubquotient.trans CategoryTheory.IsSubquotient
TwoVertex.spanF.eq_1	TwoVertex.lam TwoVertex.spanD TwoVertex.spanF TwoVertex.nOne TwoVertex.spanA TwoVertex.nTwo	
SnakeLean.isTwoMono_op	SnakeLean.IsTwoMono SnakeLean.IsTwoEpi	SnakeLean.IsTwoMono.mk SnakeLean.IsTwoEpi.full SnakeLean.IsTwoEpi.faithful
SnakeLean.MorphismPure.mk.sizeOf_spec	SnakeLean.MorphismPure SnakeLean.MorphismPure.mk	
CategoryTheory.ObjectProperty.serreSaturation		
SnakeLean.dualModularPair_of_isClosed_sup	SnakeLean.DualModularPair	SnakeLean.toSubmodule_sup_of_isClosed
SnakeLean.Pentagon.top.sizeOf_spec	SnakeLean.Pentagon SnakeLean.Pentagon.top	
SnakeLean.IsStrong.subsingleton_hom	SnakeLean.IsStrong SnakeLean.IsNull	
SnakeLean.CoreflectsNull		SnakeLean.IsEssNull
SnakeLean.NormalChainComplex.recOn	SnakeLean.IsEssNull SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.NormalChainComplex SnakeLean.NormalChainComplex.mk	SnakeLean.NormalChainComplex.rec
SnakeLean.isEquiv1_tfae_representable	SnakeLean.IsEquiv1	SnakeLean.postcompIdIso SnakeLean.precompIdIso SnakeLean.postcompMapIso SnakeLean.postcompCompIso SnakeLean.precompMapIso SnakeLean.precompCompIso
CategoryTheory.ObjectProperty.prop_map_ι_ι_obj_iff		CategoryTheory.ObjectProperty.prop_map_ι_iff CategoryTheory.ObjectProperty.prop_map_ι_ι_obj_iff.match_1_1
SnakeLean.IsTwoCokernel	SnakeLean.HasBizero	
SnakeLean.SnakeTop.comparison	SnakeLean.IsStrong SnakeLean.IsHSD SnakeLean.IsTwoKernel SnakeLean.twoCokernelObj SnakeLean.HasBizero SnakeLean.SnakeTop.i SnakeLean.SnakeTop.I SnakeLean.SnakeTop SnakeLean.TwoZExact.toHasTwoKernel SnakeLean.twoKernelObj SnakeLean.TwoZExact SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.twoCokernel SnakeLean.twoKernel SnakeLean.PureSnakeComparison SnakeLean.SnakeTop.t SnakeLean.SnakeTop.iBar	SnakeLean.SnakeTop.θi SnakeLean.SnakeTop.nonempty_comp_t SnakeLean.pureSnakeComparison
SnakeLean.inf_eq_or_covBy_inf		
SnakeLean.nonempty_iso_inv_square	SnakeLean.IsEquiv1.inv SnakeLean.IsEquiv1	SnakeLean.IsEquiv1.nonempty_comp_inv SnakeLean.IsEquiv1.nonempty_inv_comp
SnakeLean.isThirdIsoDual_of_twoDiExact	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.IsThirdIsoDual	SnakeLean.isThirdIsoDual_of_isHSD SnakeLean.isHSD_of_twoDiExact
TwoVertex.isIdempotentElem_e₁	TwoVertex.lam TwoVertex.e₁	
SnakeLean.AbCatOf.mem	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatClass.Mem SnakeLean.AbCatOf.carrier SnakeLean.AbCatOf SnakeLean.AbCatOf.abelian	
SnakeLean.isThirdIso_op_of_isThirdIsoDual.match_1_3		
SnakeLean.SnakeTop.mk.noConfusion	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.SnakeTop SnakeLean.SnakeTop.mk	SnakeLean.SnakeTop.noConfusion
CategoryTheory.exists_mono_epi_of_epi_mono		
SnakeLean.SnakeHalf.i	SnakeLean.HasBizero SnakeLean.SnakeHalf SnakeLean.SnakeHalf.I	
SnakeLean.isEssNull_zero1	SnakeLean.IsEssNull SnakeLean.zero1 SnakeLean.HasBizero	SnakeLean.IsNull SnakeLean.isNull_zero1
SnakeLean.isSES_of_isTwoCokernel	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	SnakeLean.IsSES.mk SnakeLean.IsTwoCokernel.of_isTwoKernel
SnakeLean.IsThirdIsoDual	SnakeLean.HasBizero	SnakeLean.IsTotallyNormalEpi SnakeLean.IsTwoKernel SnakeLean.IsSES
SnakeLean.IsNormalEpi.of_comp	SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsTwoEpi	SnakeLean.isNormalMono_op SnakeLean.isTwoMono_op SnakeLean.strictOp SnakeLean.bizeroOp SnakeLean.isNormalEpi_of_op SnakeLean.IsNormalMono.of_comp
SnakeLean.isSES_of_isTwoKernel	SnakeLean.IsStrong SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.IsSES	SnakeLean.IsSES.mk SnakeLean.IsTwoKernel.of_isTwoCokernel
SnakeLean.instIsSerreClassCarrierKerProp	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.bicategoryAbCatOf SnakeLean.AbCatOf.carrier SnakeLean.AbCatOf SnakeLean.AbCatOf.abelian SnakeLean.kerProp	SnakeLean.AbCatHom.additive CategoryTheory.ObjectProperty.isSerreClass_inverseImage SnakeLean.AbCatHom.functor SnakeLean.AbCatHom.preservesFiniteLimits SnakeLean.AbCatHom.preservesFiniteColimits
SnakeLean.isTwoKernel_op_iff	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.bizeroOp	SnakeLean.isTwoCokernel_of_op SnakeLean.isTwoKernel_op
CategoryTheory.ObjectProperty.instIsClosedUnderSubobjectsMin_snakeLean		
CategoryTheory.ObjectProperty.instContainsZeroInverseImage_snakeLean		
SnakeLean.IsCofaithful₁.recOn	SnakeLean.IsCofaithful₁.mk SnakeLean.IsCofaithful₁	SnakeLean.IsCofaithful₁.rec
SnakeLean.IsEquiv1.isEquiv1_inv	SnakeLean.IsEquiv1.inv SnakeLean.IsEquiv1	SnakeLean.isEquiv1_of_inv SnakeLean.IsEquiv1.nonempty_comp_inv SnakeLean.IsEquiv1.nonempty_inv_comp
SnakeLean.TwoDiExact.casesOn	SnakeLean.TwoDiExact.mk SnakeLean.HasBizero SnakeLean.TwoDiExact SnakeLean.IsNormal SnakeLean.IsAntinormal	SnakeLean.TwoDiExact.rec
SnakeLean.SnakeTop.noConfusion	SnakeLean.SnakeTop.noConfusionType SnakeLean.HasBizero SnakeLean.SnakeTop	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.SnakeTop.casesOn
SnakeLean.MorphismPure.exists_piH	SnakeLean.MorphismPure SnakeLean.MorphismPure.πC SnakeLean.IsTwoEpi SnakeLean.MorphismPure.πZ	SnakeLean.MorphismPure.πX SnakeLean.isTwoMono_op SnakeLean.MorphismPure.exists_piF SnakeLean.strictOp SnakeLean.MorphismPure.op SnakeLean.MorphismPure.πA
SnakeLean.PureSnakeComparison.mk	SnakeLean.HasBizero SnakeLean.PureSnakeComparison SnakeLean.IsEquiv1	
SnakeLean.exists_cokMap	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTwoCokernel	SnakeLean.isTwoKernel_op SnakeLean.strictOp SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.exists_kerMap
SnakeLean.IsTwoEpi.full	SnakeLean.IsTwoEpi	
SnakeLean.twoTermObj		SnakeLean.twoTermObj.match_1
SnakeLean.IsTwoCokernel.isTrivial_of_isTwoEpi	SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsTwoEpi SnakeLean.IsTrivial SnakeLean.IsTwoCokernel	SnakeLean.isTwoKernel_op SnakeLean.isTwoMono_op SnakeLean.strictOp SnakeLean.isStrongOp SnakeLean.bizeroOp SnakeLean.isTrivial_of_op SnakeLean.IsTwoKernel.isTrivial_of_isTwoMono
SnakeLean.nsfl_isEquiv1'	SnakeLean.HasTwoCokernel SnakeLean.IsStrong SnakeLean.HasBizero SnakeLean.IsNormal SnakeLean.HasTwoKernel SnakeLean.MorphismSES SnakeLean.MorphismSES.f SnakeLean.MorphismSES.h SnakeLean.MorphismSES.g SnakeLean.IsSES SnakeLean.IsEquiv1	SnakeLean.IsSES.isTwoCokernel SnakeLean.IsSES.isTwoKernel SnakeLean.isTwoCokernel_twoCokernel SnakeLean.twoCokernelObj SnakeLean.isTwoKernel_twoKernel SnakeLean.nsfl_isEquiv1 SnakeLean.twoKernelObj SnakeLean.twoCokernel SnakeLean.twoKernel
SnakeLean.isHSD_locallyDiscrete	SnakeLean.IsHSD SnakeLean.hasBizeroLD SnakeLean.zeroLD	SnakeLean.twoDiExact_locallyDiscrete SnakeLean.isHSD_of_twoDiExact
SnakeLean.MorphismPure.mk.inj	SnakeLean.MorphismPure SnakeLean.MorphismPure.mk	SnakeLean.MorphismPure.mk.noConfusion
SnakeLean.IsNormal	SnakeLean.HasBizero	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi
SnakeLean.dualModularPair_iff_isClosed_sup	SnakeLean.DualModularPair	SnakeLean.isClosed_sup_span_singleton SnakeLean.dualModularPair_of_isClosed_sup
SnakeLean.isTwoKernel_op	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoCokernel SnakeLean.bizeroOp	SnakeLean.IsEssNull SnakeLean.IsTwoKernel.mk SnakeLean.isTwoMono_op SnakeLean.isEssNull_op SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi SnakeLean.isEssNull_of_op
CategoryTheory.ObjectProperty.CondSAT		CategoryTheory.ObjectProperty.serreSaturation
SnakeLean.isNormalMono_twoImg	SnakeLean.IsNormalMono SnakeLean.HasBizero SnakeLean.twoImgObj SnakeLean.TwoZExact SnakeLean.twoImg	SnakeLean.IsTwoKernel SnakeLean.twoCokernelObj SnakeLean.TwoZExact.toHasTwoCokernel SnakeLean.isTwoKernel_twoImg SnakeLean.twoCokernel
SnakeLean.AbCatHom.hom_ext_iff	SnakeLean.AbCatOf.category SnakeLean.AbCatClass SnakeLean.AbCatOf.carrier SnakeLean.AbCatHom.functor SnakeLean.AbCatHom.category SnakeLean.AbCatOf SnakeLean.AbCatHom	SnakeLean.AbCatHom.hom_ext
SnakeLean.IsTwoKernel.recOn	SnakeLean.IsEssNull SnakeLean.IsTwoKernel.mk SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.IsTwoMono	SnakeLean.IsTwoKernel.rec
SnakeLean.toZeroFunctor	SnakeLean.ZeroCat SnakeLean.ZeroCat.category	
CategoryTheory.ObjectProperty.ofFG		
SnakeLean.isNormal_comp_of_isNormal_bBar	SnakeLean.IsNormalMono SnakeLean.NormalMonoComp SnakeLean.HasBizero SnakeLean.IsNormal	SnakeLean.IsNormalEpi SnakeLean.NormalMonoComp.isNormalMono_comp
SnakeLean.isEquiv1_of_isNormalEpi	SnakeLean.IsStrong SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.IsTwoMono SnakeLean.IsEquiv1	SnakeLean.IsEssNull.of_iso SnakeLean.IsEssNull SnakeLean.IsTwoEpi.preimageIso SnakeLean.IsEssNull.of_comp_isTwoMono SnakeLean.IsTwoCokernel SnakeLean.IsTwoCokernel.isEssNull_comp SnakeLean.IsTwoCokernel.fac SnakeLean.IsTwoCokernel.isTwoEpi
SnakeLean.HasTwoKernel.casesOn	SnakeLean.IsTwoKernel SnakeLean.HasBizero SnakeLean.HasTwoKernel SnakeLean.HasTwoKernel.mk	SnakeLean.HasTwoKernel.rec
SnakeLean.isNull_of_forall_eq_bot	SnakeLean.zeroSup SnakeLean.SupOf.completeLattice SnakeLean.IsNull SnakeLean.bicategorySup SnakeLean.SupOf SnakeLean.SupOf.carrier SnakeLean.categoryStructSup SnakeLean.LatticeClass SnakeLean.instFunLikeHom	SnakeLean.HasBizero.toZero SnakeLean.hasBizeroSup SnakeLean.HasBizero.fromZero
SnakeLean.SnakeTop.mk.sizeOf_spec	SnakeLean.IsNormalMono SnakeLean.IsNormalEpi SnakeLean.HasBizero SnakeLean.SnakeTop SnakeLean.SnakeTop.mk	
SnakeLean.SupOf.mk.injEq	SnakeLean.SupOf SnakeLean.SupOf.mk SnakeLean.LatticeClass SnakeLean.LatticeClass.Mem	SnakeLean.SupOf.mk.noConfusion
